city,city_ascii,lat,lng,population,isolation_value,zoom_level
Kolongo-Bozo,Kolongo-Bozo,13.8806,-5.6861,37648,26.92565863574293,8.0
Benjamin Constant,Benjamin Constant,-4.3828,-70.0308,37648,17.76432144235507,8.5
Attingal,Attingal,8.68,76.83,37648,9.014964436447473,9.5
Hatta,Hatta,24.1341,79.6012,37638,37.17719910606736,7.5
Malbork,Malbork,54.0333,19.0333,37635,16.545495369187226,8.0
Foothill Farms,Foothill Farms,38.6867,-121.3475,37635,2.7372114328495183,21.0
Bom Jardim,Bom Jardim,-7.7958,-35.5869,37629,17.46362172058862,8.5
Jeremoabo,Jeremoabo,-10.0669,-38.35,37626,75.41074704050698,6.5
Rome,Rome,34.2662,-85.1863,37621,59.2561650314357,6.5
Uryupinsk,Uryupinsk,50.8,42.0167,37620,63.18573507424801,6.0
Taounate,Taounate,34.5358,-4.64,37616,64.13268750916563,6.5
Warendorf,Warendorf,51.9539,7.9933,37616,22.32568120702246,7.5
Stirling,Stirling,56.1166,-3.9369,37610,19.408064897908133,7.5
Su’ao,Su'ao,24.5961,121.8511,37602,10.60180685692628,9.0
Rio Brilhante,Rio Brilhante,-21.8019,-54.5458,37601,53.740847011840096,7.0
Malavalli,Malavalli,12.38,77.08,37601,24.986525276221304,8.0
South Valley,South Valley,35.0093,-106.6819,37601,11.161080294230937,9.0
Salto del Guairá,Salto del Guaira,-24.02,-54.34,37600,66.8032340738271,6.5
Lampa,Lampa,-33.2833,-70.9,37599,18.05234661437874,8.5
New Albany,New Albany,38.309,-85.8234,37598,11.007420974454034,9.0
Sirinhaém,Sirinhaem,-8.5947,-35.1139,37596,22.33706915841663,8.5
Lewiston,Lewiston,44.0915,-70.1681,37577,46.79654556840272,6.5
Akhtubinsk,Akhtubinsk,48.2833,46.1667,37560,119.90290992511032,5.5
Bolesławiec,Boleslawiec,51.2667,15.5667,37559,41.83253513191936,6.5
Rio Branco do Sul,Rio Branco do Sul,-25.1667,-49.3,37558,15.887316698596024,8.5
Kranj,Kranj,46.2333,14.3667,37553,22.900901205055263,7.5
Bamendjou,Bamendjou,5.4,10.3167,37547,11.834354158741938,9.0
Villaflores,Villaflores,16.2355,-93.2677,37546,58.99143910470808,7.0
Dubno,Dubno,50.3931,25.735,37545,43.53495962902618,6.5
Mira,Mira,45.4333,12.1333,37542,10.363393369269764,9.0
Paraty,Paraty,-23.2194,-44.7147,37533,43.754947261621375,7.0
Neuilly-sur-Marne,Neuilly-sur-Marne,48.8537,2.549,37531,0.7125377999517066,21.0
Winchester,Winchester,36.1365,-115.137,37531,5.483573249659384,10.0
Kahrīzak,Kahrizak,35.5169,51.3603,37527,4.271942927529009,21.0
Gabú,Gabu,12.2833,-14.2167,37525,103.84699270277794,6.0
Greenfield,Greenfield,42.9619,-88.0052,37521,5.372710242033119,10.0
Franconville,Franconville,48.9889,2.2314,37520,4.533567412642345,10.0
Bletchley,Bletchley,51.994,-0.732,37520,5.462090712723167,9.5
Dalnegorsk,Dalnegorsk,44.55,135.5833,37519,190.32882661480733,4.5
Tuxpan,Tuxpan,19.5539,-103.3756,37518,18.84028426332356,8.5
Perote,Perote,19.5619,-97.2419,37516,27.165380187427,8.0
Atalaia,Atalaia,-9.5019,-36.0228,37512,18.83607189476964,8.5
Georgetown,Georgetown,38.2247,-84.5487,37510,21.75596694709502,8.0
Tosno,Tosno,59.55,30.9,37509,26.451318055779677,7.0
Phônsavan,Phonsavan,19.46,103.18,37507,33.89790339303838,7.5
El Bordo,El Bordo,2.1667,-77.0833,37504,0.0,21.0
Allahabad,Allahabad,28.9333,70.9667,37500,1.5632110747424024,21.0
Pokrov,Pokrov,47.6533,34.0842,37493,25.557353149817253,7.5
Baocheng,Baocheng,18.6431,109.6994,37492,24.184195544079905,8.0
Turiaçu,Turiacu,-1.6628,-45.3719,37491,63.662228017921954,7.0
Ma‘arratmişrīn,Ma`arratmisrin,36.0,36.6667,37490,8.002686604332832,9.5
Itaqui,Itaqui,-29.1167,-56.55,37489,73.51460776242774,6.5
Teboulba,Teboulba,35.67,10.9,37485,3.118827608076176,21.0
Don Benito,Don Benito,38.9545,-5.8617,37485,41.24270520702286,7.0
Tambulig,Tambulig,8.07,123.5372,37480,6.30376715925946,10.0
Bonito,Bonito,-8.47,-35.7289,37476,26.229607930596327,8.0
Goryachiy Klyuch,Goryachiy Klyuch,44.6333,39.1333,37475,46.37758761442204,6.5
Leighton Buzzard,Leighton Buzzard,51.9165,-0.6617,37469,9.872745167975712,9.0
Paracho de Verduzco,Paracho de Verduzco,19.65,-102.0667,37464,25.489189147304,8.0
San Carlos,San Carlos,11.1333,-84.7833,37461,64.26736543509426,6.5
Souma,Souma,36.5183,2.9053,37461,4.196256603711174,21.0
Tuttlingen,Tuttlingen,47.985,8.8233,37458,24.73892346854109,7.5
Evans,Evans,33.5619,-82.1351,37456,22.74589858057421,8.0
San Andres,San Andres,13.3231,122.6761,37454,17.152275203027763,8.5
Pleasant Grove,Pleasant Grove,40.3716,-111.7412,37453,8.90776408894376,9.0
Oras,Oras,12.1414,125.4392,37451,12.45709146340739,9.0
San Antonio,San Antonio,14.9486,120.0864,37450,8.131036168597934,9.5
Lovech,Lovech,43.1347,24.7172,37448,31.36440798601472,7.5
Malgobek,Malgobek,43.5,44.75,37442,24.42873902507976,7.5
Donji Kakanj,Donji Kakanj,44.1311,18.0972,37441,17.138891853536688,8.0
Amargosa,Amargosa,-13.03,-39.605,37441,37.868334693360936,7.5
Cansanção,Cansancao,-10.6708,-39.4978,37439,31.568546411343693,8.0
Porteirinha,Porteirinha,-15.7486,-43.0236,37438,27.68118008472232,8.0
Santa Rosa de Osos,Santa Rosa de Osos,6.65,-75.4667,37435,27.724048653472742,8.0
Samobor,Samobor,45.8,15.7167,37435,20.267590291796143,8.0
Sārangpur,Sarangpur,23.57,76.47,37435,25.28043925384171,8.0
Sandūr,Sandur,15.1,76.55,37431,25.38157476203356,8.0
Yugorsk,Yugorsk,61.3167,63.3333,37422,141.0731238280087,4.5
Kanigiri,Kanigiri,15.4,79.5167,37420,35.61818322673619,7.5
Kérou,Kerou,10.825,2.1094,37419,61.0078555989549,7.0
Oregon City,Oregon City,45.3418,-122.5924,37418,11.561288490150496,8.5
Magallanes,Magallanes,12.8283,123.8344,37411,14.837436770774088,9.0
Gorinchem,Gorinchem,51.8306,4.9742,37410,17.5729344490176,8.0
Airdrie,Airdrie,55.86,-3.98,37410,2.9212160289552327,21.0
Ambatofinandrahana,Ambatofinandrahana,-20.55,46.8,37409,47.00484946550515,7.0
Trou du Nord,Trou du Nord,19.6333,-72.0167,37405,11.111031976146108,9.0
Shiji,Shiji,22.2198,112.8531,37402,7.7062519868810195,9.5
Agudos,Agudos,-22.4739,-48.9836,37401,19.36965818794453,8.5
Mabuhay,Mabuhay,7.4176,122.837,37390,11.94294606099048,9.0
Selçuk,Selcuk,37.95,27.3667,37386,13.745937276183064,8.5
Jaito,Jaito,30.4509,74.8829,37377,14.813075405406888,8.5
Argun,Argun,43.2944,45.8839,37373,15.128971334471984,8.5
Savigny-sur-Orge,Savigny-sur-Orge,48.6797,2.3457,37371,7.887914608441695,9.0
Phulbāni,Phulbani,20.47,84.23,37371,82.86809449617625,6.5
Progreso,Progreso,21.2828,-89.6636,37369,35.07457445020096,7.5
Bayur,Bayur,-0.261,100.222,37368,17.102536853467228,8.5
Tozeur,Tozeur,33.9167,8.1333,37365,52.4268160666427,7.0
Conchagua,Conchagua,13.3,-87.8667,37362,39.20657815947556,7.5
Grimbergen,Grimbergen,50.9333,4.3833,37355,2.340601252317825,21.0
Bečej,Becej,45.6167,20.0333,37351,37.99751860459799,7.0
Villa González,Villa Gonzalez,19.5333,-70.7833,37349,9.557823293578444,9.5
Eboli,Eboli,40.6169,15.0564,37340,6.170119407439554,9.5
Mullaittivu,Mullaittivu,9.2833,80.8,37339,45.789474163868135,7.0
Blyth,Blyth,55.126,-1.514,37339,13.433752358437824,8.0
Fengguangcun,Fengguangcun,23.9062,116.6984,37337,22.510702077994527,8.0
Beckum,Beckum,51.755,8.0403,37333,10.31026587003386,8.5
Besni,Besni,37.6942,37.8614,37323,37.43168822541439,7.0
Sitangkai,Sitangkai,4.6615,119.3919,37319,58.78418833484885,7.0
Luna,Luna,16.85,120.38,37318,3.957121699837144,21.0
Ataq,Ataq,14.5364,46.8331,37315,149.17766468915954,5.5
Bartlesville,Bartlesville,36.7365,-95.9456,37314,50.93178632145929,7.0
Santa Cruz,Santa Cruz,-6.2289,-36.0228,37313,54.64431831437628,7.0
Al Hāshimīyah,Al Hashimiyah,32.3664,44.6581,37300,7.795974950818373,9.5
Sanankoroba,Sanankoroba,12.3986,-7.9378,37294,27.668329971822335,8.0
Lahār,Lahar,26.194,78.9414,37293,43.36826835610496,7.0
Falun,Falun,60.6072,15.6311,37291,17.209106910916276,7.5
Dajiecun,Dajiecun,36.2965,115.2071,37290,10.793451449700408,9.0
São Manuel,Sao Manuel,-22.7308,-48.5708,37289,21.52493170654906,8.0
Pilibangan,Pilibangan,29.4888,74.0748,37288,25.540559366731976,8.0
Tibú,Tibu,8.65,-72.7333,37286,82.14598198337886,6.5
Mariano Escobedo,Mariano Escobedo,18.9167,-97.1333,37285,8.202572314445188,9.5
Göygöl,Goygol,40.5869,46.3158,37280,11.313872341903982,9.0
Port Talbot,Port Talbot,51.5906,-3.7986,37276,7.756959441079288,9.0
Rock Island,Rock Island,41.4699,-90.5827,37264,7.677118863454921,9.5
Landgraaf,Landgraaf,50.9,6.0167,37262,2.9894013289860424,21.0
Česká Lípa,Ceska Lipa,50.6886,14.5386,37262,25.892548069136037,7.5
Lydenburg,Lydenburg,-25.096,30.446,37258,122.6097644516953,5.5
Gajendragarh,Gajendragarh,15.7363,75.9698,37258,29.16495466637401,8.0
Jāle,Jale,26.38,85.72,37256,18.46565338201235,8.5
Yamoussoukro,Yamoussoukro,6.8161,-5.2742,37253,40.70308231117117,7.5
Paravūr Tekkumbhāgam,Paravur Tekkumbhagam,8.811,76.669,37245,0.1724856651323099,21.0
Bouznika,Bouznika,33.7897,-7.1575,37238,13.553212067693266,8.5
Jelilyüzi,Jelilyuzi,43.9749,81.5328,37238,16.840629123300815,8.0
Mankayan,Mankayan,16.8567,120.7933,37233,6.634175861544561,10.0
Mölndal,Molndal,57.65,12.0167,37233,7.031039845614369,9.0
Andilamena,Andilamena,-17.0167,48.5833,37229,68.83188033593098,6.5
Katsuragi,Katsuragi,34.4833,135.7333,37225,3.7139156798000346,21.0
Melgar,Melgar,4.2039,-74.6428,37224,20.9009641781954,8.5
Kaman,Kaman,39.3575,33.7239,37223,38.45866892038927,7.0
Hanover Park,Hanover Park,41.9818,-88.1446,37222,5.145322355272521,10.0
Alapayevsk,Alapayevsk,57.85,61.7,37219,71.07560774177901,5.5
Vettūr,Vettur,8.7178,76.7444,37219,5.95055550597136,10.0
Comapa,Comapa,14.1167,-89.9167,37218,18.652824553940555,8.5
Salvatierra,Salvatierra,20.2156,-100.8961,37203,26.345200922483592,8.0
Rukungiri,Rukungiri,-0.79,29.925,37200,36.119689096224725,7.5
Leavenworth,Leavenworth,39.3239,-94.924,37193,27.132435094223062,7.5
Mangai,Mangai,-4.0499,19.5333,37188,38.616458372046814,7.5
Moerdijk,Moerdijk,51.65,4.6,37185,9.543731441298052,9.0
Chunār,Chunar,25.13,82.9,37185,21.19574300567416,8.0
Wangsicun,Wangsicun,37.9975,116.9238,37184,31.308189252158023,7.5
Tunzi,Tunzi,35.5782,107.3699,37179,29.53447845008726,7.5
Laindon,Laindon,51.574,0.4181,37175,5.013138576544569,10.0
Kizilyurt,Kizilyurt,43.2167,46.8667,37171,23.255858681485044,8.0
Rezh,Rezh,57.3667,61.3667,37152,41.21813271365879,6.5
Ratia,Ratia,29.6833,75.575,37152,21.812190161947917,8.0
Kadiyam,Kadiyam,16.9167,81.8333,37149,6.08239553589503,10.0
Ciudad Manuel Doblado,Ciudad Manuel Doblado,20.7303,-101.9533,37145,33.938313828183304,7.5
Minami-Bōsō,Minami-Boso,35.0432,139.84,37143,5.857749231617759,10.0
Formia,Formia,41.2667,13.6167,37136,19.101294590984057,8.0
Silves,Silves,37.1869,-8.4389,37126,10.416206250437629,9.0
Bantay,Bantay,17.5839,120.3908,37118,1.1033698647940102,21.0
Bahādurganj,Bahadurganj,26.2617,87.8244,37115,23.18679229212803,8.0
Imbatug,Imbatug,8.3128,124.6873,37111,6.569492334312372,10.0
Maşyāf,Masyaf,35.0653,36.3422,37109,25.276897591306007,8.0
Obburdon,Obburdon,40.4278,69.3047,37104,24.630306294613884,8.0
Qulsary,Qulsary,46.9833,54.0167,37103,162.30870175135618,5.0
Adjumani,Adjumani,3.3772,31.7906,37100,38.86589639816837,7.5
Qo‘ng‘irot Shahri,Qo`ng`irot Shahri,43.0497,58.8542,37100,5.158848378223617,10.0
Binəqədi,Binaqadi,40.4661,49.8278,37100,3.5588854813366515,21.0
Languyan,Languyan,5.2667,120.0833,37096,30.79900855477741,8.0
Boryslav,Boryslav,49.2892,23.4189,37093,8.958802179899653,9.0
Martinez,Martinez,37.9985,-122.1161,37093,10.452274978467706,9.0
Amarante do Maranhão,Amarante do Maranhao,-5.6,-46.75,37091,71.86196078824679,6.5
Sittard,Sittard,51.0,5.8667,37085,12.242780537674577,8.5
Long Lama,Long Lama,3.7644,114.4039,37082,47.5733693630788,7.0
Kalutara,Kalutara,6.5869,79.9603,37081,23.296644865632437,8.0
Redcar,Redcar,54.618,-1.069,37073,11.66730350770102,8.5
Jagdīspur,Jagdispur,25.4674,84.4204,37072,15.278256855843193,8.5
Siribala,Siribala,14.0419,-6.0617,37065,24.533474547703705,8.0
Chorkŭh,Chorkuh,39.9739,70.5822,37065,16.46367928189673,8.5
Prijepolje,Prijepolje,43.3833,19.6333,37059,54.7483236386601,6.5
Porsgrunn,Porsgrunn,59.1156,9.71,37056,13.641174862478508,8.0
Cloppenburg,Cloppenburg,52.85,8.05,37056,34.47187361890755,7.0
Sitalkuchi,Sitalkuchi,26.1697,89.1914,37052,31.071410385702013,7.5
Tokār,Tokar,18.4253,37.7292,37051,86.23671102649668,6.5
Kalinkavichy,Kalinkavichy,52.125,29.3333,37050,10.096629416342571,8.5
Llanelli,Llanelli,51.684,-4.163,37050,16.49099630839227,8.0
Pujali,Pujali,22.4679,88.1452,37047,3.624467269545426,21.0
Kālihāti,Kalihati,24.3833,89.9833,37038,7.961612989302239,9.5
Lesozavodsk,Lesozavodsk,45.4667,133.4,37034,49.29830403198757,6.5
Kampene,Kampene,-3.5968,26.6658,37034,94.88782811534232,6.0
Coesfeld,Coesfeld,51.95,7.1667,37030,15.308021587166904,8.0
Beslan,Beslan,43.1833,44.55,37029,17.953538176643136,8.0
Thonon-les-Bains,Thonon-les-Bains,46.3627,6.475,37027,21.27572685272525,8.0
Mol,Mol,51.1833,5.1167,37022,8.342284126746287,9.0
Holstebro,Holstebro,56.3572,8.6153,37022,33.71628690435881,7.0
Lagkadás,Lagkadas,40.75,23.0667,37022,12.772915213535445,8.5
Greer,Greer,34.933,-82.2313,37010,16.29779168054856,8.5
Suhl,Suhl,50.6106,10.6931,37009,17.917163645861123,8.0
Bentota,Bentota,6.42,80.0,37000,19.06970662379785,8.5
Mandoto,Mandoto,-19.5667,46.2833,37000,64.85929599178475,6.5
Manazary,Manazary,-19.05,46.8667,37000,18.288797359967518,8.5
Beeston,Beeston,52.927,-1.215,37000,4.949625250738059,9.5
Dargot,Dargot,31.2411,76.9358,37000,27.214624363247776,8.0
Dāchepalle,Dachepalle,16.6,79.7333,37000,21.12131926204358,8.5
Kyshtym,Kyshtym,55.7,60.55,36997,11.827199709699675,8.5
Granadero Baigorria,Granadero Baigorria,-32.85,-60.7,36994,11.54689474147828,9.0
Tucker,Tucker,33.8436,-84.2024,36994,12.391067880047055,9.0
La Ciotat,La Ciotat,43.1769,5.6086,36987,13.030073392005711,8.5
Villeta,Villeta,-25.51,-57.56,36985,1.2848788020227473,21.0
Pennsauken,Pennsauken,39.9649,-75.0563,36984,5.399528150697493,10.0
Baishi Airikecun,Baishi Airikecun,40.8748,80.3616,36982,35.00594937519537,7.0
Santiago Sacatepéquez,Santiago Sacatepequez,14.6531,-90.6525,36982,3.9423987301490495,21.0
Dom Pedrito,Dom Pedrito,-30.967,-54.667,36981,66.91347569772786,6.5
Stara Gora,Stara Gora,43.8667,18.4333,36976,1.983564077615668,21.0
Nakodar,Nakodar,31.1275,75.4781,36973,14.766631604035162,8.5
Bucha,Bucha,50.5486,30.2208,36971,4.103847767674751,10.0
Richmond West,Richmond West,25.6105,-80.4297,36964,6.871113766161341,10.0
Nanshuicun,Nanshuicun,22.0316,113.2358,36962,14.738397332008365,9.0
Tabligbo,Tabligbo,6.5833,1.5,36961,18.413996110296623,8.5
Shaxi,Shaxi,22.3067,113.1469,36957,9.125647440626846,9.5
Oświęcim,Oswiecim,50.0381,19.2214,36956,18.813560474326877,8.0
Lūnāvāda,Lunavada,23.1333,73.6167,36954,35.721770123103866,7.5
Ban Doi Suthep,Ban Doi Suthep,18.7944,98.9142,36952,8.885010635663447,9.5
Aourir,Aourir,30.4833,-9.6333,36948,6.410809352621415,10.0
Şuhut,Suhut,38.5333,30.55,36947,24.98292033166405,8.0
Shengli,Shengli,37.9842,106.1967,36937,0.605512123399121,21.0
Port-Margot,Port-Margot,19.75,-72.4333,36937,5.307047543482996,21.0
Monatélé,Monatele,4.2667,11.2,36933,38.59738976359427,7.5
Muskogee,Muskogee,35.7432,-95.3567,36933,50.326273567079525,7.0
Campos Novos,Campos Novos,-27.4019,-51.225,36932,44.41426273862429,7.0
Guilderland,Guilderland,42.708,-73.9631,36932,10.902524021876898,9.0
Moalboal,Moalboal,9.95,123.4,36930,8.973568454561446,9.5
Dālkola,Dalkola,25.8767,87.8414,36930,21.88596379742374,8.0
Bindki,Bindki,26.03,80.6,36926,22.87599521243653,8.0
Colón,Colon,8.0378,-72.2519,36925,24.888996520098654,8.0
Santa Ana,Santa Ana,7.6453,-72.2758,36925,10.19094712541373,9.5
Kānkuria,Kankuria,24.6523,87.9604,36925,3.25616703618967,21.0
Chaiyaphum,Chaiyaphum,15.8056,102.0311,36923,92.65353750855613,6.0
Netishyn,Netishyn,50.35,26.6333,36921,40.301303447634375,7.0
Chimboy Shahri,Chimboy Shahri,42.9295,59.782,36917,53.56728058951877,6.5
Basilisa,Basilisa,10.0654,125.5968,36911,32.59140277287454,7.5
San Enrique,San Enrique,11.0697,122.6567,36911,2.6277596729193937,21.0
Segrate,Segrate,45.4833,9.3,36911,5.313422875787967,10.0
Vavur,Vavur,11.2167,75.9083,36909,7.471770442732356,10.0
Pingxiangcheng,Pingxiangcheng,36.9819,114.9131,36907,28.46224125649892,7.5
Small Heath,Small Heath,52.4629,-1.8542,36898,3.7840320468668858,10.0
Grugliasco,Grugliasco,45.0667,7.5833,36896,1.845838331877085,21.0
Penticton,Penticton,49.4911,-119.5886,36893,44.64848312436698,6.5
Dagua,Dagua,3.6667,-76.7,36891,14.252985607827831,9.0
Moncada,Moncada,41.4872,2.1878,36891,2.7521863946404053,21.0
Claremont,Claremont,34.1259,-117.7153,36891,5.133313089602006,10.0
Manucan,Manucan,8.5161,123.0917,36887,21.226229563276924,8.5
Siyabuswa,Siyabuswa,-25.1167,29.05,36882,49.10951739935287,7.0
Musiri,Musiri,10.9518,78.4434,36882,33.71453753160976,7.5
Anosiala,Anosiala,-18.7833,47.4167,36863,6.572398637978957,10.0
Águilas,Aguilas,37.4042,-1.5819,36862,32.210571525366184,7.5
Kearns,Kearns,40.6519,-112.0095,36862,4.087686327656791,21.0
East Meadow,East Meadow,40.7197,-73.5604,36856,4.066222530898173,21.0
Pāthri,Pathri,19.25,76.45,36853,22.845612557194293,8.0
Fāraskūr,Faraskur,31.3297,31.7147,36850,4.472003892735115,21.0
Échirolles,Echirolles,45.1436,5.7183,36849,3.118955155922228,21.0
San Miguel Chicaj,San Miguel Chicaj,15.1,-90.4,36845,10.19639614076931,9.5
Nowa Sól,Nowa Sol,51.8,15.7167,36843,21.002095473447685,7.5
Zuojiawu,Zuojiawu,39.9514,118.1511,36843,24.62770262043372,8.0
Pylaía,Pylaia,40.6,22.9833,36843,3.369627259385692,21.0
Sagnay,Sagnay,13.6039,123.5233,36841,4.179427147157481,21.0
Kesavapuram,Kesavapuram,8.4212,76.9996,36836,9.152717740835376,9.5
Maddaloni,Maddaloni,41.0333,14.3833,36834,5.601148523422197,10.0
Mahē,Mahe,11.7011,75.5367,36828,5.547706312889192,21.0
Missão Velha,Missao Velha,-7.25,-39.1428,36822,18.58376326876765,8.5
Wildomar,Wildomar,33.6173,-117.2582,36822,8.021307617751184,9.5
Brighton,Brighton,43.1175,-77.5835,36819,6.210553081180572,9.5
Caimito,Caimito,22.9575,-82.5964,36813,15.556950978779977,8.5
Erding,Erding,48.2833,11.9,36813,17.357376693989895,8.0
Richfield,Richfield,44.8763,-93.2829,36809,5.680275139104313,10.0
Marijampolė,Marijampole,54.5472,23.35,36807,47.99731203124385,6.5
Magsaysay,Magsaysay,9.02,125.18,36803,17.88576645613845,8.5
Ipueiras,Ipueiras,-4.5431,-40.7167,36798,42.21937298391201,7.5
Agogo,Agogo,6.8,-1.0833,36797,25.14867904224608,8.0
Elixku,Elixku,38.6803,77.3106,36793,28.75280670696351,7.5
Qalādizay,Qaladizay,36.1833,45.1278,36792,23.31238322879396,8.0
Uster,Uster,47.35,8.7167,36791,13.501476677782996,8.5
Salima,Salima,-13.7833,34.4333,36789,73.60529831041514,6.5
Camberley,Camberley,51.335,-0.742,36783,5.034578486405051,10.0
Kanie,Kanie,35.1322,136.7868,36782,5.799810954535291,10.0
La Macarena,La Macarena,2.1828,-73.7847,36781,109.36397439251677,6.0
Sayula,Sayula,19.8667,-103.6167,36778,24.2882509050697,8.0
Châtillon,Chatillon,48.8,2.29,36777,1.746151232334246,21.0
Tuensang,Tuensang,26.2716,94.8314,36774,80.81319091972497,6.5
Mulavana,Mulavana,8.9936,76.6765,36774,6.606101277679203,10.0
Coatepeque,Coatepeque,13.9167,-89.5,36768,10.604444622081536,9.5
Kona,Kona,14.9467,-3.8933,36767,49.17331847863944,7.0
Manoli,Manoli,15.78,75.12,36765,0.5092501562250853,21.0
Dargaz,Dargaz,37.4456,59.1078,36762,44.76032200103855,7.0
Köneürgench,Koneurgench,42.3333,59.15,36754,25.738587637395128,7.5
Lakshmeshwar,Lakshmeshwar,15.13,75.47,36754,35.551893321941776,7.5
Sōma,Soma,37.7967,140.9196,36752,17.49673521601469,8.5
Taxisco,Taxisco,14.0667,-90.4667,36750,9.18268900122881,9.5
Västervik,Vastervik,57.75,16.6333,36747,94.82674988692791,5.5
San José,San Jose,-34.3333,-56.7167,36747,62.57505691145624,6.5
Houghton le Spring,Houghton le Spring,54.841,-1.468,36746,7.355986030723553,9.0
Zīra,Zira,30.97,74.99,36732,24.063752956150584,8.0
Wangtuan,Wangtuan,36.8624,105.9915,36729,54.531640583667176,6.5
Tsubata,Tsubata,36.6692,136.7288,36728,13.646983509701062,8.5
Kāramadai,Karamadai,11.2428,76.9617,36718,6.075965182978579,10.0
Torres Novas,Torres Novas,39.4667,-8.5333,36717,17.879935973234993,8.0
Mandaguari,Mandaguari,-23.5478,-51.6708,36716,9.49673717750142,9.5
Esik,Esik,43.35,77.4667,36715,19.681654924995595,8.0
Yasugichō,Yasugicho,35.4314,133.2508,36713,7.477634915679196,9.5
Or Yehuda,Or Yehuda,32.0306,34.8533,36706,3.674276136677075,21.0
Enrile,Enrile,17.5622,121.7011,36705,6.470369194723025,10.0
Michalovce,Michalovce,48.7553,21.9133,36704,31.59915576117008,7.0
Kambove,Kambove,-10.8764,26.5969,36702,19.054210777969352,8.5
Yovon,Yovon,38.3167,69.05,36700,26.410953268858076,7.5
Xinpo,Xinpo,21.6645,110.8911,36699,3.560562824618886,21.0
Anserma,Anserma,5.2381,-75.784,36691,22.229070389288424,8.5
Robertsganj,Robertsganj,24.7,83.07,36689,32.437838571886665,7.5
Esquel,Esquel,-42.9,-71.3167,36687,194.5962784457239,4.5
Beni Khiar,Beni Khiar,36.4667,10.7833,36686,4.563164743810313,21.0
Estero,Estero,26.4276,-81.7951,36685,8.03622498811294,9.5
Ikongo,Ikongo,-21.8833,47.4333,36684,59.77025990679536,7.0
Thāna Bhawan,Thana Bhawan,29.5833,77.4167,36669,17.528672990536116,8.5
Irbit,Irbit,57.6667,63.0667,36668,83.59597089401487,5.5
Pande,Pande,-8.684,115.2264,36665,3.9281201074331342,21.0
Risalpur Cantonment,Risalpur Cantonment,34.0811,71.9725,36653,7.319443307387031,9.5
Sītākund,Sitakund,22.62,91.66,36650,36.31021253164267,7.5
Sorel-Tracy,Sorel-Tracy,46.0333,-73.1167,36650,25.79941787137487,7.5
Lierre,Lierre,51.1333,4.5667,36646,11.846434659805285,8.5
Ulan Hua,Ulan Hua,41.53,111.7,36645,76.61202245951779,6.0
Beloit,Beloit,42.523,-89.0184,36642,18.062533682289875,8.0
Kulp,Kulp,38.6642,41.0067,36640,40.25473440134797,7.0
Hojāi,Hojai,26.0,92.87,36638,43.34869229526189,7.0
José Bonifácio,Jose Bonifacio,-21.0528,-49.6878,36633,31.260912295947456,7.5
Matan,Matan,30.5731,113.3342,36632,18.92496452968373,8.5
Rosário do Sul,Rosario do Sul,-30.25,-54.9167,36630,58.079412952953575,6.5
Lajedo,Lajedo,-8.6639,-36.32,36628,20.77821415690269,8.5
Belalcázar,Belalcazar,2.6469,-75.9717,36628,29.442828941246024,8.0
Esch-sur-Alzette,Esch-sur-Alzette,49.4969,5.9806,36625,16.794844015364596,8.0
Whitley Bay,Whitley Bay,55.0456,-1.4443,36623,3.457767537290241,10.0
Aurora,Aurora,16.9918,121.6357,36621,5.106504353591969,21.0
Las Navas,Las Navas,12.34,125.032,36621,25.608036662509186,8.0
Demirci,Demirci,39.045,28.6581,36620,28.397739509747154,7.5
Kannan,Kannan,35.0889,138.9534,36607,4.566746814053913,21.0
Makan,Makan,-25.605,27.91,36605,13.330934636672268,9.0
Kidangazhi,Kidangazhi,11.0333,76.1,36602,2.238848674478311,21.0
Sinsheim,Sinsheim,49.25,8.8833,36601,22.120676498112257,7.5
Rossano,Rossano,39.5667,16.6333,36598,10.656368064663782,9.0
Mek’ī,Mek'i,8.15,38.8167,36597,39.81885778244643,7.5
Cantanhede,Cantanhede,40.35,-8.5833,36595,21.78148901202745,8.0
Denton,Denton,53.4554,-2.1122,36591,3.976487024913504,10.0
Natick,Natick,42.2847,-71.3497,36589,7.636977146679657,9.5
Schaffhausen,Schaffhausen,47.7,8.6333,36587,16.96319903334822,8.0
Jaral del Progreso,Jaral del Progreso,20.3667,-101.0667,36584,13.31814176509529,9.0
São João da Barra,Sao Joao da Barra,-21.64,-41.0508,36573,30.92802272962447,7.5
Ebebiyín,Ebebiyin,2.15,11.3167,36565,67.17256145283588,6.5
‘Afrīn,`Afrin,36.5083,36.8692,36562,32.01535097322847,7.5
Tunduma,Tunduma,-9.3,32.7667,36556,87.21677164174227,6.5
Dabutou,Dabutou,36.0708,112.8744,36556,25.79548268414463,8.0
Nemmara,Nemmara,10.5934,76.6006,36549,20.930508577352157,8.5
Chippenham,Chippenham,51.459,-2.116,36548,19.06408587986672,8.0
Baishan,Baishan,40.1656,116.3144,36546,12.13329452163208,9.0
Punārakh,Punarakh,25.493,85.8054,36541,11.993729576308962,9.0
Barra do Choça,Barra do Choca,-14.8808,-40.5789,36539,27.99182545238421,8.0
Oakton,Oakton,38.8887,-77.3016,36529,7.799297720795614,9.5
Patāmundai,Patamundai,20.57,86.57,36528,13.29341152128343,9.0
Bulicun,Bulicun,24.3657,116.2726,36526,17.480748930069836,8.5
